视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
,,,,3,What is set on the logo of the United States Women's National Soccer Team to commemorate their three championship wins?,通用知识推理, Three stars.,美国女足在1991年、1999年、2015年夺得女足世界杯冠军后进行了纪念在对队徽上进行了装饰,视频中Shayne对女足队徽上的三颗星进行询问，可以知道设置了三颗星是为了纪念美国女足的世界杯夺冠。,,,,,,,,,,
,,,,4,What does a triple-double mean in basketball?,通用知识推理,Double digits in 3 stats in a game.,篮球中’三双‘的含义,视频中Shayne提到过这个问题，根据Shayne的介绍可以推断出结论,,,,,,,,,,
,,,,5,What is the relationship between Trevor and Tommy?,"多线索推理,人物属性建模",They are very good friends.,,观察视频中Trevor和Tommy的交流过程，他们能够互相开玩笑打趣，并且交流友好。,,,,,,,,,,
18,https://www.youtube.com/watch?v=irp_HPzfxbQ,29:54,vlog - 园艺,1,What kind of crops are suitable for planting under the temperature conditions in Oslo?,通用知识推理,Crops that prefer a cool climate.,Oslo的纬度较高，气温偏低,视频中被拍摄者提到自己必须要建造一个温室才能进行种植，因为这里的气候太恶劣了。,,,,,,,,,,
,,,,2,What kind of plants does Margit-Kristine Solibakke Klev like to plant?,人物属性建模,Fruits.,,视频中可以了解到Margit-Kristine Solibakke Klev建造温室的一个原因是想要全年能够种植各种水果，并且在她的温室中种植了桃、杏、无花果、樱桃等各种水果，并且种植了很多年。,,,,,,,,,,
,,,,3,What is Margit-Kristine Solibakke Klev's job?,人物属性建模,An architect.,,Margit-Kristine Solibakke Klev提到自己在10年前通过参考别人的温室，结合风、光照等环境，设计搭建了自己的温室。,,,,,,,,,,
,,,,4,What is the approximate temperature difference between the inside and outside of the photographed person's greenhouse on a sunny day in February?,多线索推理, It's about 25 degrees.,,温室的主人介绍自己的温室在白天的时候，温室内的温度能达到20℃，而那是室外的温度大约在-5℃.,,,,,,,,,,
,,,,5,What is the main way for Norway to obtain sage? ,通用知识推理,Import trade.,挪威地区不适宜种植鼠尾草,在温室的主人与拍摄者交流时，拍摄者对于能够在温室中找到鼠尾草感到新奇，温室主人提到自己在温室里种植的大多都是在挪威本地无法生长的，通过自己种植就不需要从欧洲或者世界上其他国家进口。,,,,,,,,,,
19,https://www.youtube.com/watch?v=aGrc_kgAsJk,31:28,vlog - 运动,1,Where is the Barranco Wall located?,通用知识推理,Mount Kilimanjaro.,巴兰科墙的地理位置,根据Adam和Tanya在攀爬乞力马扎罗山的过程中遇到了巴兰科墙可以推出,,,,,,,,,,
,,,,2,What is the last camp before reaching the summit on the Lemosho route when climbing Mount Kilimanjaro? ,通用知识推理,Barafu Camp.,Lemosho 路线登顶前的最后一座营地,根据Adam和Tanya在Barafu Camp休整最后一夜后就开始登顶了可以推出,,,,,,,,,,
,,,,3,How much is the total walking time of Adam and Tanya during the process of climbing the mountain? ,多线索推理,Thirty-four point five hours.,,模型需要分析并统计Adam和Tanya在分开之前他们每天的步行时间并求和,,,,,,,,,,
,,,,4,What is the relationship between Adam and Tanya?,人物属性建模,They are lovers.,,根据他们两个住在一个帐篷以及爬山过程中亲密的动作可以看出,,,,,,,,,,
,,,,5,What is Tanya's speaking style like?,人物属性建模,It is cheerful and lively.,,根据Tanya一路上和工作人员以及Adam交谈时活泼开朗的语气可以看出,,,,,,,,,,
20,https://www.youtube.com/watch?v=b5XIljwl5hI,35:14,街头互动 - 社会观察,1,What was the housing price of houses in San Francisco like in the 1970s?.,通用知识推理, The housing prices were relatively low,20世纪70年代San Francisco房子的售价状况,作者在于本地人进行交流时，谈到70年代San Francisco的社会秩序很混乱，人们都不愿意住在这里，房子很轻松就能买下。,,,,,,,,,,
,,,,2,Is Johnny's mother strong or fragile？,"多线索推理,人物属性建模",She is strong.,,观察视频中Johnny提到自己的童年时，谈到自己的父母在自己小时候离婚，由母亲一个人带自己，母亲努力维持家里的生活，并且意志坚定。,,,,,,,,,,
,,,,3,"How long is the maximum continuous parking time for vehicles on public streets in Marin County, California?",通用知识推理,72 hours.,Marin County道路上停车的时间规定,作者与Dave交流中，Dave住在这个地方，住在自己的车上，之后每当车停在道路的时间到达72个小时，就会受到驱赶。,,,,,,,,,,
,,,,4,What kind of animal does Dave like?,"人物属性建模,多模态/多语言推理",Dog.,,视频中并且通过对话，可以了解到Dave的生活并不富裕，但是通过画面可以看到Dave在与作者交流时一直温柔地抚摸着他的宠物狗。,,,,,,,,,,
,,,,5,How many people's living conditions did the author inquire about?,多线索推理,Eight.,,通过视频观察有Johnny、Jeff、Markaya resident、Dave、Angelo，一位没有透露名字的人，以及两个人是Lovell&Paris Van dwellers。,,,,,,,,,,
21,https://www.youtube.com/watch?v=zJnqFUfmHEo,20:30,vlog - 园艺,1,What is Elisabeth Angers' job?,人物属性建模, She is a farmer.,,视频中Elisabeth Angers带领作者参观农场，并且提到自己已经务农8年了，经过这些年的经营，农场规模越来越大。,,,,,,,,,,
,,,,2,What's the main scale of farms in Quebec City?,通用知识推理,Small and medium-sized farms.,魁北克市的农场规模状况,Andrew Mefferd提到自己想要了解中小型农场的状况，魁北克市的农业发展较强，并且中小型农场兴盛。,,,,,,,,,,
,,,,3,What did the author do after the outdoor interview?,多跳推理, He visited the greenhouse.,,首先可以观察到作者与Elisabeth Angers在户外进行了关于农业的讨论，话题结束之后，作者提到自己对这里的温室很感兴趣，之后Elisabeth Angers带作者参观了温室。,,,,,,,,,,
,,,,4,In approximately which month is ginger planted in Quebec City?,通用知识推理, June.,Quebec City纬度较高，回暖较慢,视频中Elisabeth Angers将姜先保护在温室之中，提到当到六月的时候才能将姜种植到土壤中。,,,,,,,,,,
,,,,5,What is the job that Elisabeth Angers likes?,"多线索推理,人物属性建模", Planting.,,Elisabeth Angers提到自己并不想将农场继续扩大，因为她很喜欢现在的状况，只需要将大部分注意力集中在种植上，这是她的工作也是爱好，再通过她在介绍自己的种植生活时表现得十分开心。,,,,,,,,,,
22,https://www.youtube.com/watch?v=QKbXrmEl5J0,20:51,教学 - 工业制造,1,What is Andreas Heimer's explanation style?,"多线索推理,人物属性建模",Detailed explanation style.,,"通过观看视频，Andreas对公司发展、生产运营、培训模式、部门和人员等多方面的详细描述,由此可知他的讲解风格是比较详细的。",,,,,,,,,,
,,,,2,"What field of products does HAIMER, a German company, produce in? ",通用知识推理,The field of high-end mechanical processing.,HAIMER（翰默）是一家专注于高端机械加工领域的德国企业，核心产品围绕精密刀具夹持系统和加工过程优化技术。,通过观看视频中，如Andreas介绍了企业所在国家及行业领域，以及企业在刀具方面有相关的管理设置、培训以及测试工作，暗示了刀具相关产品在企业业务中的重要性，由此可知，其专注于高端机械加工领域的德国企业。,,,,,,,,,,
,,,,3,Is Manfred Meyer a newcomer or a veteran at Haimer company？,人物属性建模,Veteran.,,通过观看视频，首先定位到介绍 Manfred Meyer的片段，可知他在公司工作了40年。由此可知 Manfred Meyer是一个资历深的老员工。,,,,,,,,,,
,,,,4,Who did Titan speak with after his conversation with Stefan?,多跳推理,Joseph.,,通过观看视频，Titan在和Stefan（公司生产部门负责人）交流完后，接着和 Joseph进行了交流，其中交流了Joseph在公司的工作年限、从学徒开始的经历以及其作为质量实验室负责人的身份。由此可知， Titan 接下来与 Joseph 进行了交流。,,,,,,,,,,
,,,,5,What apprenticeship training model is used at HAIMER company in Germany?,通用知识推理,Dual Education System,在德国HAIMER公司，采用的是双元制学徒制培训模式（Dual Education System）。这种模式结合了理论学习和实践培训，学徒在学校和公司之间轮流进行培训。,通过观看视频，对培训模式的名称提及、培训时间、内容、学校和公司交替培训的方式以及学徒项目等方面的描述，由此可以得出 HAIMER 公司采用的是双元制学徒制培训模式，,,,,,,,,,,
23,https://www.youtube.com/watch?v=anjq43EhoP8,25:56,纪录片 - 人文,1,How many years has Addiopizzo been established by 2025?,通用知识推理,Twenty-one years.,Addiopizzo协会的历史,根据Chiara介绍Addiopizzo协会成立于2004年可以推出到2025年已经成立21年了,,,,,,,,,,
,,,,2,Which country is the Badia di Sant'Agata church located in?,通用知识推理,Italy,圣阿加塔巴迪亚教堂的地理位置,Sineb在西西里岛采访时遇到圣阿加塔巴迪亚教堂并且从画面中可以看出西西里岛属于意大利，由此可以推出圣阿加塔巴迪亚教堂在意大利,,,,,,,,,,
,,,,3,How many people did Sineb interview in total?,多线索推理,Seven,,模型需要统计并分析Sineb遇到的人中哪些是被采访的,,,,,,,,,,
,,,,4,Is Leoluca a kind person or a cold-hearted person? ,人物属性建模,He is a kind person.,,根据Leoluca市长允许救援船靠岸以及致力于帮助海上的难民可以看出他是一个善良的人,,,,,,,,,,
,,,,5,How about Manfredi's gardening skills?,"多线索推理,人物属性建模",His gardening skills are extremely high.,,根据Manfredi对种植的橙子特性十分了解以及耕作方面一直采用纯有机方式可以看出他很擅长园艺,,,,,,,,,,
24,https://www.youtube.com/watch?v=6pF1MDHSeAc,24:46,vlog - 出行,1,"Where was the filming location of the TV drama ""Love's Crash Landing""?",通用知识推理,"Burns, Switzerland.",《爱的迫降》拍摄地在瑞士伯恩斯。,Via在斯特兰德酒店说她在的地方是拍摄《爱的迫降》的地方，结合她在火车上说她将前往瑞士伯恩斯可推测。,,,,,,,,,,
,,,,2,What shoes doesn't Via like to wear?,人物属性建模,Platform boots.,,Via下了火车之后就换掉了厚底靴，穿着很不舒服。,,,,,,,,,,
,,,,3,What does Via like to observe when she strolls around tourist cities?,人物属性建模,The architecture of the city.,,由Via自述可知。,,,,,,,,,,
,,,,4,What did Via do before returning to the hotel?,多跳推理,Have dinner.,,定位到Via回酒店之前的片段。,,,,,,,,,,
,,,,5,What is the heating equipment provided to guests at The Strand Hotel?,通用知识推理,Heater.,斯特兰德酒店提供加热器以供暖。,Via说酒店房间很冷，只有一个加热器，她和朋友贴在加热器上汲取热量，可知斯特兰德酒店提供加热器以供暖。,,,,,,,,,,
25,https://www.youtube.com/watch?v=ALN5kwGkymQ,28:16,纪录片-历史纪实,1,Who was the last king or queen buried in Westminster Abbey?,通用知识推理,George II,最后一名葬在威斯敏斯特教堂的皇帝,根据David所说乔治二世之后的国王葬在了温莎可以得出,,,,,,,,,,
,,,,2,When was the first king's coronation ceremony held at Westminster Abbey?,通用知识推理,In 1066.,在威斯敏斯特教堂第一次举行的国王加冕仪式,根据David所说在威斯敏斯特教堂举行加冕仪式的传统可以追溯到1066年可知,,,,,,,,,,
,,,,3,"After introducing the monument to the Unknown Soldier, whose monument did David introduce? ",多跳推理,Winston Churchill,,模型需要先找到David介绍无名英雄纪念碑的时刻然后分析接下来他介绍了谁的纪念碑,,,,,,,,,,
,,,,4,What is David's speaking style like?,人物属性建模,He speaks in a serious manner.,,从David介绍威斯敏斯特教堂时一直是认证严肃的语气可以看出,,,,,,,,,,
,,,,5,What is David's attitude towards Henry III?,人物属性建模,It is respectful.,,根据David多次谈到亨利三世对威斯敏斯特教堂做出的贡献以及为他被忽视感到不公可以看出,,,,,,,,,,
26,https://www.youtube.com/watch?v=m8hSgPhTl5c,23:24,访谈 - 动态（含充分视觉信息）,1,Is the Wild Woodbury project fully enclosed or open?,通用知识推理,It is open.,Wild Woodbury项目是否对外开放,根据Rob所说项目区域有阶段性展示的区域并且有开放的通道可以看出项目是对外开放的,,,,,,,,,,
,,,,2,Which port does the River Sherford flow into?,通用知识推理,Poole Harbour.,谢尔福德河流向,根据Rob农田中流出的水会进入谢尔福德河然后很快会到达普尔港可知谢尔福德河流向普尔港,,,,,,,,,,
,,,,3,"After observing the frogs spawning by the river, which animal did Rob introduce? ",多跳推理,Viper,,模型需要先定位到Rob观察完青蛙产卵的时刻然后分析判断他接下来介绍了哪种动物,,,,,,,,,,
,,,,4,Is Rob a serious person or an amiable person? ,人物属性建模,He is an amiable person.,,根据访谈过程中Rob礼貌地态度，和善的表情可以看出他不是一个严肃的人,,,,,,,,,,
,,,,5,Is Rob a conscientious and responsible person or a careless one? ,人物属性建模,He is a conscientious and responsible person.,,根据Rob对项目区域内的事物都很了解可以看出他是一个认真负责的人,,,,,,,,,,
27,https://www.youtube.com/watch?v=51FoFWfx2BI,34:42,访谈 - 动态（含充分视觉信息）,1,Can pink oyster mushrooms be eaten or are they poisonous?,通用知识推理,It can be eaten.,粉红牡蛎菇是否可以食用,根据Jacques说看到了吃的蘑菇然后介绍了粉红牡蛎菇和一些其他蘑菇可以得出其可以食用,,,,,,,,,,
,,,,2,What are the advantages of mycelium inoculation compared with spore inoculation?,通用知识推理,Mycelium inoculation is faster and has higher genetic stability. ,和孢子接种相比菌丝体接种有什么优点,根据Louis所说孢子会引入很多遗传多样性并且传播很慢可以得出,,,,,,,,,,
,,,,3,Where did Jacques and Louis go after they visited the distiller? ,多跳推理,The lab.,,模型需要先定位到Jacques和Louis参观完蒸馏器的时刻然后分析他们接下来去了哪里,,,,,,,,,,
,,,,4,How about Louis' planting technique?,人物属性建模,Louis's planting technique is extremely exquisite.,,根据Louis对蘑菇种植的每个步骤都十分了解可以看出他的种植技术很优秀,,,,,,,,,,
,,,,5,What is Jacques' speaking style like?,人物属性建模,He is humorous.,,根据Jacques和Louis交谈时时常开玩笑可以看出他讲话是幽默风趣的,,,,,,,,,,
28,https://www.youtube.com/watch?v=gR78swqMz6Y,27:25,访谈 - 动态（含充分视觉信息）,1,Which country is the Monastery of Volos located in?,通用知识推理,Greece,沃洛斯修道院位置,根据视频中提到的访谈地点在希腊阿索斯山并且说沃洛斯修道院是这里最受欢迎的修道院可以得出,,,,,,,,,,
,,,,2,What's unique about Mount Athos' time system?,通用知识推理,Follows Byzantine time.,阿索斯山的时间制度,根据Simon所说阿索斯山是最后一处使用拜占庭时间的地方，从日落开始新一天可以得出,,,,,,,,,,
,,,,3,Who did Simon meet after visiting the smallest monastery on Mount Athos?,多跳推理,Father Maximus.,,模型需要先定位到Simon参观完山上最小的修道院时，然后分析他接下来遇到了谁,,,,,,,,,,
,,,,4,What is Father Yakovos' speaking style like?,人物属性建模,He speaks slowly.,,根据雅科夫神父和Simon交谈时的语气可以看出他讲话是慢条斯理的,,,,,,,,,,
,,,,5,What is the level of Father Maximus' historical research?,人物属性建模,He has strong academic expertise.,,根据Father Maximus是哈佛神学院的前教授以及对东正教的历史了如指掌可以看出,,,,,,,,,,
29,https://www.youtube.com/watch?v=aqy-agi-kiQ,24:08,综艺 - 纪实（真人秀）,1,How does Betty treat her students?,人物属性建模,She is strict with his students.,,蛋糕老板说Betty教他做花卉蛋糕时会准备戒尺，不听话就会挨打，从中推断她对待他的学生很严格,,,,,,,,,,
,,,,2,Why use two toothpicks when decorating a cupcake bouquet？,通用知识推理,Because two toothpicks hold better.,杯子蛋糕有一定重量，两根牙签既不废材料有具有稳固性,视频中装饰纸杯蛋糕花束时，防止因重力掉落，可将其夹在两根牙签中间从中推测两根牙签具有更好的稳固性，一根牙签难以平衡纸杯蛋糕各方向受到的力，三根牙签虽固定点更多，但实操困难，且要安装多个纸杯蛋糕，废材，所以两个是最好的,,,,,,,,,,
,,,,3,What kind of cakes does the cake shop owner excel at making?,人物属性建模,Floral-patterned cakes.,,视频中蛋糕老板说他从14岁第一次制作蛋糕就是花卉蛋糕，并且很喜欢做由此推出他擅长做花卉蛋糕,,,,,,,,,,
,,,,4,Why use LED lights charged by solar energy as decorative lighting?,通用知识推理,Because of its good battery life.,针对大型活动对LED的续航有着高要求,举办费城花展是大型活动对续航能力有着高要求，而视频中选用了太阳能充电的 LED 灯作为蛋糕装饰，从而说明太阳能充电的 LED 灯续航能力好,,,,,,,,,,
,,,,5,How many cakes did the owner of the cake shop make in total?,多线索推理,Three.,,视频中蛋糕老板分别制作了巴黎主题蛋糕、婚礼花卉蛋糕和婚礼之辈蛋糕,,,,,,,,,,
30,https://www.youtube.com/watch?v=l-QyfCsz_0c,24:01,教学 - 烹饪,1,What are the techniques to avoid the accumulation of noodles?,通用知识推理,Shake the dough evenly and sprinkle flour on it.,在制作手拉面时将面摊开或撒面粉避免面条粘连,视频中丹尼斯在拉面时反复做拉伸抖动动作，并将面条摊开撒上面粉从而推断是防止面条粘连,,,,,,,,,,
,,,,2,Is Dennis better at making Chinese noodles or Italian noodles?,人物属性建模,Chinese noodles.,,丹尼斯熟练掌握有着 2000 年历史的中国手拉面技艺，能够将面团用手拉伸成细长的面条，技艺精湛从而得知他更擅长做中国拉面,,,,,,,,,,
,,,,3,What kind of behavior is it when one slurps while eating noodles in Italian culture?,通用知识推理,It is impolite.,中国文化吃面中发出吸溜声是表达享受，而在意大利文化中是不礼貌的行为,视频中提及在中国文化中，吃面时发出吸溜声意味着在享受美食，是积极的，John Luka表示在意大利文化中不能这么做，从而得出这样做是不礼貌的,,,,,,,,,,
,,,,4,Is Dennis an enthusiastic person or a cold-hearted one?,人物属性建模,Dennis is an enthusiastic person.,,视频中Dennis对John Luka的到来很高兴并握了手，在教John Luka学中国拉面时很耐心，很友善由此推出他是热情的人,,,,,,,,,,
,,,,5,How many kinds of delicacies did John Luca taste?,多线索推理,Five.,,视频中通过丹尼斯的介绍，John Luka总共吃了兰州牛肉拉面、三角形面条、类似意大利肉酱面的中国面条、番茄味面条和羊肉面条五种食物,,,,,,,,,,
31,https://www.youtube.com/watch?v=9M_J3iWcMbU,22:24,教学 - 科技,1,What are Christian's hobbies?,人物属性建模,He likes to study automotive technology.,,Christian可能爱好研究汽车技术创新，因为他详细阐述了诸多如变速器、发动机等独特技术研发过程,,,,,,,,,,
,,,,2,Which part did Christian talk about after he finished talking about the crown wheel? ,多跳推理,Clutch.,,定位Christian讲皇冠轮之后得出他下一个讲得是离合器,,,,,,,,,,
,,,,3,What kind of improvement does the design of using air core technology for the seat bring to the performance of the seat?,通用知识推理,Lighter and stronger.,"座椅采用空气核心技术且有内部碳纤维墙加固,使座椅更轻更坚固",视频中Christian表示座椅采用空气核心技术且有内部碳纤维墙加固，从空气和加固中推测这技术提升了座椅的轻量化和坚固化,,,,,,,,,,
,,,,4,What kind of personality traits does Christian demonstrate when facing technical difficulties?,人物属性建模,Be proactive and perseverant.,,从其对变速器等复杂技术研发过程的讲述可知,,,,,,,,,,
,,,,5,The number of employees at Koenigsegg's new factory has been growing rapidly. What challenges might this bring to the factory?,通用知识推理,Management difficulties.,员工数量快速增长可能导致新员工培训压力增大，管理困难,视频中Christian表示工厂以前空间狭小，新工厂翻新扩建后空间充足，员工数量从 200 人在不到三年增长到 660 - 670 人，从而推出员工数量快速增长，管理起来就会相对困难,,,,,,,,,,
32,https://www.youtube.com/watch?v=1u6E8BWW7Mk,29:22,vlog - 派对,1,What color does the blogger like?,"人物属性建模,多模态/多语言推理",Crimson red,,定位到博主介绍毛衣的片段，她说自己最近喜欢上了这种颜色，水杯、电脑包、手机壳、抱枕也是这个颜色，结合视觉可知是酒红色,,,,,,,,,,
,,,,2,"Which one is more proactive, the blogger or Sam?",人物属性建模,Sam,,定位到博主在车上回忆高中的片段，她和Sam做了一整年的朋友，Sam向她表白了，他们的共同好友也劝她和Sam在一起，但是她在喜欢Sam的前提下害怕开始一段恋情，后来两人在一起的契机是Sam给她发消息说要吻她，并在第二天当着朋友们的面吻了她，可推断出Sam更主动,,,,,,,,,,
,,,,3,Who is the founder of Corrupted Closet?,通用知识推理,J Paul, Corrupted Closet的创始人是J Paul,定位到博主拿着一束花的片段，她提到，”如果你们不知道 Corrupted Closet，希望现在你们知道了，因为这次合作，还有品牌所有者J Paul，他太棒了，还有整个品牌都太棒了“可推断出,,,,,,,,,,
,,,,4,How many cakes did the blogger eat during the celebration of her birthday?,多线索推理,Two,,结合蛋糕出现的有关片段可得到答案,,,,,,,,,,
,,,,5,What kind of services does DREAM UNTIL IT'S YOUR REALITY HOODIE offer？,"多线索推理,多模态/多语言推理,通用知识推理",Pre-sale and customization,DREAM UNTIL IT'S YOUR REALITY HOODIE提供预售和定制的服务,定位到开头博主说“如果你们在看视频，可以正式买我的连帽衫，它们现在接受预定，像定制的vibe一样”，定位到连帽衫发布的片段，视觉可得到连帽衫品牌名字,,,,,,,,,,
33,https://www.youtube.com/watch?v=m06VUsvgNU4,26:13,vlog - 派对,1,What is Rachel and her husband's habits?,人物属性建模,Hold a wedding party once a year,,定位到开头博主在车上的片段，她说“我们在庆祝Rachel的婚礼，她每年都和她的丈夫一起做这件事”，可推断出,,,,,,,,,,
,,,,2,What is the feature of Aritzia's Butter series of trousers?,通用知识推理,They have no front seam,Aritzia黄油系列的裤子没有前缝,定位到博主展示自己在Aritzia买的衣服的片段，她说这是Aritzia的黄油系列，它们非常舒适，没有前缝，可推断出,,,,,,,,,,
,,,,3,What kind of way does Rachel prefer for doing manicure?,人物属性建模,Apply nail stickers,,定位到Rachel在车上展示美甲的片段，她说每个指甲下面都有锉刀上掉的痂，因为做美甲时很痛而且不符合预期，Natalie说Rachel的美甲很厚，结合后面Natalie说自己也贴了美甲贴片，可推断出Rachel是给自己做的美甲贴片，在车上时Natalie还说发生了这样的事（这样的事指Rachel的指甲被美甲店店员锉出血痂的事）之后不会再去美甲沙龙了，Rachel表示赞同，可推断出,,,,,,,,,,
,,,,4,What kind of gear shifting system does Honda Pilot have?,"多模态/多语言推理,通用知识推理",Push-button style,本田pilot的换挡是按钮式的,定位到博主介绍本田pilot的片段，她说“它只是一些小按钮，所以我必须习惯”，视觉可知“它”指的是换挡区域，可推断出,,,,,,,,,,
,,,,5,How many new clothes did the blogger purchase at Aritzia?,多线索推理,Five,,定位到博主展示在Aritzi买的衣服的片段，跟踪行为可得到答案,,,,,,,,,,
34,https://www.youtube.com/watch?v=gmxmQRUhyN4,24:01,vlog - 派对,1,How many founders does Sticky Lips have?,通用知识推理,Two,Sticky Lips的创始人有两个,定位到派对上Joel介绍Sticky Lips的片段，他说”今天的食物是我来自Sticky Lips的朋友做的，后面那个是我的朋友Liam，那是他的女朋友Stevie，他们创办了这家公司“可推断出,,,,,,,,,,
,,,,2,What kind of party style does Kaci prefer?,"多线索推理,人物属性建模",Simple and concise.,,定位到视频开头，博主说“她不想要任何装饰，所以我没有气球或任何东西，我没放任何装饰品，但是我准备了这些小饼干，上面写着Kaci，写着05的那个女孩，因为她就是那个女孩“，可推断出”她“指的是Kaci，从而得到答案,,,,,,,,,,
,,,,3,What's the relationship between the blogger and Joel?,"多线索推理,人物属性建模",Couple,,视频开头博主提到Joel带着女孩们出去了，定位到孩子们回来的片段，博主称一个男人为孩子爸爸，他说自己照顾三个孩子很辛苦，可推断出这个男人是Joel，从而得到答案,,,,,,,,,,
