视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
,,,,4,"If your sleep quality is poor, what equipment should you prepare most at night to ensure good sleep in Amboseli national park? ",通用知识推理,Ear plugs.,Tera在入住 Amboseli national park时看到手册上写到，Amboseli national park晚上会有狼的嚎叫、狮子的吼叫以及大象的叫声，由此推断Amboseli national park晚上是一个不太安静的地方，睡眠差的人最需要带的装备是耳塞。,模型需要定位到Tera在入住 Amboseli national park片段，通过Tera描述公园环，模型可推测环境嘈杂有很多动物叫声，睡眠质量不好的人来到 Amboseli national park，最应该戴耳塞。,,,,,,,,,,
,,,,5,How do primitive tribes like the Maasai tribe obtain fire? ,多模态/多语言推理,By ancient fire-making methods using friction.,,模型需定位到George一家参观Maasai tribe片段，George说Maasai tribe有自己古老的取火方式，这时镜头排到Maasai tribe几人围在一起钻木头取火，由此结合运用多模态模型可判断Maasai tribe靠钻木产生的摩擦取火。,,,,,,,,,,
15,https://www.youtube.com/watch?v=Ee9Ltzh--FM,23:31,vlog - 出行,1,What hairstyle is Birta used to making when her hair is oily?,人物属性建模,She puts her hair in a bun.,,模型需要定位开头Birta说自己今天要盘发，因为自己的头发状态不好，可能是因为纽约太热或太潮湿了，根据画面可以看到Birta头发不蓬松，可能是油了，由此推测Birta在头油的时候会选择把头发盘起来。,,,,,,,,,,
,,,,2,Is Maman a good breakfast place to go? ,"多模态/多语言推理,通用知识推理",No.,视频中有Birta在Maman吃早餐的画面，根据Birta后来的评价可知Maman的产品做的不好看，虽然味道还可以但是不值那个价，由此可推测Maman不推荐去。,模型需要根据视觉看到他们去的早餐店叫Maman，再根据Birta的评价可知这家店的东西不值那个价，所以是不推荐去的。,,,,,,,,,,
,,,,3,Does Birta bargain? ,人物属性建模,Yes.,,模型需要定位他们去布鲁克林跳蚤市场的片段，根据片段中Birta向我们展示她买的鞋子可知这双鞋原价50块，她40块就买到了，由此可知Birta会砍价。,,,,,,,,,,
,,,,4,Does Arabica allow pets? ,通用知识推理,"Yes, they're allowed.",视频中Arabica店内可以看到有宠物狗，因此可知宠物允许进入Arabica。,模型需要定位他们在Arabica的片段，根据片段中画面出现的宠物狗可知宠物允许进入Arabica。,,,,,,,,,,
,,,,5,What mode of transportation did Birta use to get to Williamsburg? ,多跳推理,Bicycle.,,模型需要首先定位他们在威廉斯堡的片段，再根据该片段前面的片段画面进行分析，可以看到他们去威廉斯堡时骑了自行车。,,,,,,,,,,
16,https://www.youtube.com/watch?v=Xg_2eummERY,23:47,vlog - 运动,1,What is Garmin?,通用知识推理,A sports watch.,视频中Kris向我们介绍了Garmin，根据Kris的介绍，Garmin可以选择很多运动模式，可以检测运动的时间、心律等等，由此可知Garmin是一款运动手表。,模型需要定位Kris介绍Garmin的片段，根据kris的介绍以及画面内容可知Garmin是运动手表。,,,,,,,,,,
,,,,2,Is Kris single? ,人物属性建模,No.,,模型需要定位视频开头，Kris说自己刚刚度假回来，这次度假因为她男朋友/老公（原文：my man）工作表现好，公司的奖励，由此可知Kris不是单身。,,,,,,,,,,
,,,,3,How many times did Kris go to the gym in the video? ,多线索推理,4 times.,,模型需要定位多个片段，识别判断中Kris去健身房的画面，最后统计共出现了几次健身房画面，我们可以看到一共去了四次。,,,,,,,,,,
,,,,4,Will the San Francisco Marathon route include ups and downs? ,通用知识推理,Yes.,视频中kris有天跑步时有好几处上坡下坡，Kris说正好为比赛做准备，由此可推测The San Francisco Marathon比赛的路线中也会有上下坡。,模型需要定位Kris星期二跑步的片段，片段中Kris在跑步时遇到几处上下坡，说正好为比赛做准备，因此The San Francisco Marathon比赛的路线中也会有上下坡。,,,,,,,,,,
,,,,5,What magnification is Kris used to using when taking photos? ,人物属性建模,0.5x.,,"模型需要定位Kris说自己手机的0.5倍照相功能坏了，她很崩溃用不了0,5倍照相，由此可知Kris平时是很喜欢用0,5倍镜头拍照的。",,,,,,,,,,
17,https://www.youtube.com/watch?v=nTXgu7pncN0,23:45,vlog - 居家,1,Is Beth single? ,人物属性建模,No.,,模型需要根据整个视频，画面中多次出现男人的身影，并且Beth 说自己和卡尔之后会经常出去旅行，可推测卡尔是Beth 的男朋友，因此Beth 不是单身。,,,,,,,,,,
,,,,2,Does Carl work at home? ,人物属性建模,Yes.,,模型需要根据Beth 的话，卡尔在家里有一个办公室，Beth 说卡尔的衣服在他的办公室，因为他经常在那里，由此可知卡尔会在家办公。,,,,,,,,,,
,,,,3,How can you keep your drawers more organized? ,通用知识推理,Use small baskets to keep different items separate.,视频中Beth 会用多个小篮子装不同的物品，这样原本杂乱的抽屉就变得整洁很多。,模型需要定位Beth 整理客厅抽屉的片段，根据片段中抽屉整理前后的画面对比可以看到Beth 用小篮子把不同的东西分来装，以此让抽屉变整洁。,,,,,,,,,,
,,,,4,How many times does Beth use the washing machine in the video? ,多线索推理,Twice.,,模型需要定位Beth 使用洗衣机的片段，统计一共出现了几次，可看到一共出现了两次。,,,,,,,,,,
,,,,5,How can you save time cleaning your bathroom? ,通用知识推理,Spray bleach in advance and clean while you're in the shower.,Beth 在视频中说清理浴室需要提前喷好漂白剂，在静置的时候可以做别的事，然后一个小技巧是一边洗澡一遍清理，可以推测这样是为了更好地管理时间。,模型需要定位Beth 清理卫生间的片段，根据片段中Beth 说的小技巧得出结论。,,,,,,,,,,
18,https://www.youtube.com/watch?v=FWDZAwfOxNg,23:08,vlog - 派对,1,When is Fernanda's birthday? ,"人物属性建模,多模态/多语言推理",10.14.,,模型需要通过视觉看到画面上显示的日期是10月14日，再根据Fernanda说的话可知这天是她的生日，因此Fernanda的生日是10.14。,,,,,,,,,,
,,,,2,Is Haven a chain? ,通用知识推理,Yes.,视频中Fernanda说今天来的Haven是位于兰利的，她之前也去过一家Haven不过是在科罗拉多，由此可推测Haven是一家连锁店。,模型需要定位Fernanda去Haven吃晚饭的片段，根据片段中Fernanda的话可知不止有一家Haven，因此这是家连锁店。,,,,,,,,,,
,,,,3,What kind of shop is The Little White House? ,"多模态/多语言推理,通用知识推理",A British-style afternoon tea shop.,视频中Fernanda和Jacob到了The Little White House这家店，Fernanda说Jacob点了英式下午茶，自己点了一些甜品来配下午茶，由此可知The Little White House是一家英式下午茶店。,模型需要根据视觉看到Fernanda和Jacob到的店叫The Little White House，再根据Fernanda的介绍识别到他们点的都是英式下午茶相关的食物，由此可知The Little White House是一家英式下午茶店。,,,,,,,,,,
,,,,4,Who is Jacob? ,人物属性建模,Fernanda's boyfriend.,,模型需要定位Fernanda和Jacob在一起的片段，根据片段中Fernanda的话和两人的互动可推测两人是情侣。,,,,,,,,,,
,,,,5,Where did Fernanda and her friends go after the party at her house? ,多跳推理,Red Room Night Club.,,模型需要首先定位Fernanda和朋友在家中办派对的片段，再根据之后的片段看到他们去了酒吧，根据画面上的文字得知他们去的酒吧叫Red Room Night Club。,,,,,,,,,,
19,https://www.youtube.com/watch?v=fGVpEGVWTpg,20:43,测评 - 工具/机械,1,What is Yuri’s marital status?,人物属性建模,Married.,,模型需要定位到Yuri得相关片段，他提到妻子对内饰设计的评价（“my wife said it’s ombre”），间接表明他已婚。,,,,,,,,,,
,,,,2,What is the relationship between Yuri and Jacob?,"多线索推理,人物属性建模",They're colleagues.,,模型需要定位到Yuri和Jacob的相关片段，他们在试驾2025款日产Murano。他们讨论了车辆的设计、性能、内饰、竞争对手等，由此可以推测他们是同事。,,,,,,,,,,
,,,,3,Which cabin feature is criticized immediately before testing driving dynamics?,多跳推理,Touch-sensitive climate controls.,,模型需要定位到动态驾驶反馈的位置，视频集中吐槽中控台的触控按键（如“I hate dumb touch buttons on wood”），随后切换至驾驶模式讨论（“put it into sport mode”）,,,,,,,,,,
,,,,4,"How is the 2025 Murano's acceleration response, good or poor?",通用知识推理,Poor.,视频中多次提到“launch control”失败（“launch control oh my weakest brake boost of all time”）及标准/运动模式下油门响应迟缓（“eco mode加速几乎被侧撞”），明确指向加速性能问题。,模型需要定位到the 2025 Murano的相关片段，根据语言信息“launch control”失败（“launch control oh my weakest brake boost of all time”）及标准/运动模式下油门响应迟缓（“eco mode加速几乎被侧撞”），明确指向加速性能问题。,,,,,,,,,,
,,,,5,Is the 2025 Murano's cornering performance consistent?,通用知识推理,Yes.,视频强调“handling through corners... wants to rotate”及“all-wheel drive系统主动分配扭矩”，证明弯道稳定性被认可。,模型需要定位到the 2025 Murano的相关片段，根据语言信息“handling through corners... wants to rotate”及“all-wheel drive系统主动分配扭矩”，证明弯道稳定性被认可。,,,,,,,,,,
20,https://www.youtube.com/watch?v=pyAkHBjNLS8,23:47,测评 - 工具/机械,1,What is the primary occupation of Thomas and James?,人物属性建模,Automotive reviewers.,,"模型需要定位到两人的相关片段，根据语言信息得知他们属于频道""Throttle House""，并进行车辆评测、赛道测试等（""we do car reviews, track tests...""），可推断他们的职业是汽车评论员。",,,,,,,,,,
,,,,2,What is Thomas's marital status?,人物属性建模,Married.,,模型需要定位到视频中关于Thomas的相关片段，根据语言信息（“Thomas introduced his wife”）可以判断他结婚了。,,,,,,,,,,
,,,,3,What is introduced before the chassis and handling performance is introduced?,多跳推理,Power system evaluation.,,模型需要定位到视频中关于底盘与操控性能的相关介绍，再定位到介绍动力系统评测的相关片段。,,,,,,,,,,
,,,,4,Is the Mustang GT MT-82 manual transmission durable?,通用知识推理,No.,"视频指出MT-82因“耐久性问题”常被诟病（""under Fire for its durability or lack thereof""），而Dark Horse改用Tremec进一步佐证此结论，野马GT MT-82手动变速箱不耐用。","模型需要定位到关于Mustang GT MT-82的相关片段，根据语言信息得知MT-82因“耐久性问题”常被诟病（""under Fire for its durability or lack thereof""），而Dark Horse改用Tremec进一步佐证此结论，野马GT MT-82手动变速箱不耐用。",,,,,,,,,,
,,,,5,What is the relationship between the Mustang GT and the Dark Horse trim in terms of transmission options?,通用知识推理,Dark Horse uses Tremec.,"视频明确提到GT使用MT-82变速箱，而Dark Horse和上一代高配车型使用Tremec（""Dark Horse and the Mark 1... got the Tremec""），需通过对比推理两者变速箱差异。","模型需要定位到视频中关于the Mustang GT和the Dark Horse的相关片段，根据语言信息提到GT使用MT-82变速箱，而Dark Horse和上一代高配车型使用Tremec（""Dark Horse and the Mark 1... got the Tremec""），需通过对比推理两者变速箱差异。",,,,,,,,,,
21,https://www.youtube.com/watch?v=zJIGH3e3uhg,24:53,测评 - 工具/机械,1,What is Graham's profession?,"多线索推理,人物属性建模",Off-road expert and judge.,,模型需要定位到Graham的相关片段，得知他负责计时、评分（“judging everything”）并被称为“our off-road expert”，综合推断他是裁判兼专家。,,,,,,,,,,
,,,,2,What is Sam's relationship with Andy?,"人物属性建模,多模态/多语言推理",They're competitors.,,模型需要定位到两人的相关片段结合视觉信息，他们在多个挑战中直接竞争（如泥地爬坡、岩石测试），并互相调侃（例：Sam嘲讽Andy的车辆性能，Andy回应“representing Land Rover”），所以可以得出结论他们是竞争者。,,,,,,,,,,
,,,,3,How many tests are performed in total?,多线索推理,Seven.,,模型需要召回所有测试片段，得知一共进行了七项测试：测试：Drag Race on Muddy Hill，Forest Agility Run，Hill Descent Control Challenge，Rock Crawling，Side Slope Traversal，Controlled Hill Climb，Tiebreaker Hill Sprint。,,,,,,,,,,
,,,,4,Can the Toyota Land Cruiser adjust hill descent speed?,通用知识推理,Yes.,视频中提到丰田的陡坡缓降“able to change the actual speed”，需通过功能描述推断其可调节性，所以推理得出结论丰田陆地巡洋舰可以调整下山速度。,模型需要定位到测试丰田下陡坡时的相关片段，根据语言信息得知丰田的陡坡缓降“able to change the actual speed”，需通过功能描述推断其可调节性，所以推理得出结论丰田陆地巡洋舰可以调整下山速度。,,,,,,,,,,
,,,,5,"Which tires are better balanced, the Land Rover Defender's or the Jeep Wrangler's?",通用知识推理,The Land Rover Defender's.,在侧坡测试（第六挑战）中The Land Rover Defender的轮胎凭借宽胎面与胎肩设计保持稳定（“maximum angle showed 22°”），胎壁未塌陷，与Jeep Wrangler的表现相比可得出结论The Land Rover Defender的轮胎稳定性更好。,模型需要对比就两种车的测试环节，在侧坡测试（第六挑战）中The Land Rover Defender的轮胎凭借宽胎面与胎肩设计保持稳定（“maximum angle showed 22°”），胎壁未塌陷，与Jeep Wrangler的表现相比可得出结论The Land Rover Defender的轮胎稳定性更好。,,,,,,,,,,
22,https://www.youtube.com/watch?v=Xx5RvqhKHgQ,46:03,纪录片 - 自然,1,What is the animal known as the king of rivers?,通用知识推理,Salmon.,视频中在介绍鲑鱼时说到它是河流之王。,模型需定位到视频介绍鲑鱼时说到它是河流之王。,,,,,,,,,,
,,,,2,Where do kingfishers breed?,"多模态/多语言推理,通用知识推理",Tunnel.,视频中介绍翠鸟时，说雄性和雌性翠鸟结合后会先挖一个隧道，接着画面中看到它们在隧道中繁衍哺育后代。,模型需定位到介绍翠鸟时，说雄性和雌性翠鸟结合后会先挖一个隧道，接着画面中看到它们在隧道中繁衍哺育后代。,,,,,,,,,,
,,,,3,Are beavers carnivorous animals?,通用知识推理,No.,视频介绍海狸时说它们以草类为食，并且在后续放养海狸时特地选择了海草丰富的地方。,模型需定位到介绍海狸时说它们以草类为食，并且在后续放养海狸时特地选择了海草丰富的地方。,,,,,,,,,,
,,,,4,What kind of work did Nick Parker's family do?,人物属性建模,Riverkeeper.,,模型需定位到介绍Nick Parker时说他的工作是河流守护者，并且他来自一个河流守护者的家庭，说明他的家人也是同样的工作。,,,,,,,,,,
,,,,5,What kind of animals does Derek breed?,人物属性建模,Beaver.,,模型需定位到介绍海狸时说海狸现在是濒危物种，但目前Derek正在人工饲养海狸，以帮助海狸重新回到大自然。,,,,,,,,,,
,,,,6,How many animals are featured in the video?,多线索推理,Twelve.,,模型需定位到视频全程，共介绍了十二种生活在河流中的动物。,,,,,,,,,,
23,https://www.youtube.com/watch?v=4PmkQUZltpM,,综艺 - 表演/选秀,1,How did Sarah get the chance to come back to Abby's team?,多跳推理,One of the girls went to attend her great grandfather's funeral.,,模型先追踪到Abby欢迎Sarah妈妈的回归，然后她讲述了Sarah获得机会回来的原因。,,,,,,,,,,
,,,,2,"Compared to Kendall, which personality of Jojo stands out more?","多线索推理,人物属性建模",Confident and independent.,,Kendall对不能和旧舞伴搭档感到难过，模型可以在很多片段里捕捉到kendall痛哭、情绪崩溃和无法投入排练的情况。而Jojo对自己非常有信心，非常满意跳独舞的机会。,,,,,,,,,,
,,,,3,"Which future direction do Maddie would take, jobs or competitions?","多跳推理,人物属性建模",More jobs.,,模型可以先追踪到Maddie 妈妈和她讨论这一状况的片段，妈妈说以后会有更多工作，而她们应该变得更加有价值，也就是说Maddie将来会偏向演出工作。,,,,,,,,,,
,,,,4,How do dance companies like Abby's get business?,通用知识推理,Winning competitions to attract potential cusomers.,Abby和女孩们说外面有很多女孩想要和你们一样，也说在比赛中获胜会获得更加潜在客户，由此可推测参加各种比赛拿奖是招揽学生的途径之一。,模型可以捕捉到Abby提到很多女孩都像像这些参赛的女孩一样跳舞，比赛，也说过参加比赛能获得潜在客户。,,,,,,,,,,
,,,,5,Why did Michael Jackson only wear one white glove?,"多线索推理,通用知识推理",One glove is cool and two are ordinary.,Abby的说法是白手套代表棒球手套，MJ喜欢打棒球，但妈妈们表示没听过这种说法，而且经过google，得到的答案是戴一只白手套更酷，所以后者是正确答案。,模型需要分辨关于白手套的不同说法，Abby的说法无法获得验证，而google获得的答案更接近正确答案。,,,,,,,,,,
24,https://www.youtube.com/watch?v=28IV0legidU,29:10,vlog - 学习,1,Which extracurricular community does Nicole attend?,"人物属性建模,多模态/多语言推理",Cheerleading team.,,模型可以捕捉到Nicole提到要去很多篮球赛、橄榄球赛，然后通过视频画面可以得出答案，她参加的是啦啦队社团。,,,,,,,,,,
,,,,2,What is Nicole's presentation about?,多跳推理,Promoting a headphone.,,模型可以捕捉到Nicole和她同学一起做presentation的片段，她们的演讲内容就是介绍耳机的买点和优惠价格。,,,,,,,,,,
,,,,3,What's the function of the massage gun?,"多跳推理,通用知识推理",Relieving the pain of her body.,nicole在提到身体疼痛的时候拿出massage gun，说明它的作用是缓解疼痛。,模型可以追踪到massage gun 出现的片段，那时候Nicole正在说因为太多训练导致身体各部位的疼痛，然后她拿出massage gun就是为了缓解疼痛。,,,,,,,,,,
,,,,4,What is a blue book?,"多模态/多语言推理,通用知识推理",An examination book at San Diego University used to prepare the exam.,"Nicole 在提到准备哲学考试的时候提到需要买一本blue book，在书店的片段中给了这本书封面一个特写，上面写着“examination book"", 说明这本是用来准备考试的。","模型可以追踪到Nicole说考试前需要买blue book，而封面上写着”examination book""，目的是为了准备考试。",,,,,,,,,,
,,,,5,Where does Nicole usually get her coffee?,"多线索推理,人物属性建模",Starbucks.,,模型可以在多个片段中捕捉到Nicole 在starbucks买咖啡。,,,,,,,,,,
25,https://www.youtube.com/watch?v=RhmMqXjlZLg&t=310s,21:07,街头互动 - 采访,1,Does Radina usually prefer spending weekends alone or with friends?,人物属性建模,With friends,,模型需要先定位到Radina与采访人的对话，然后根据Radina对于如何享受生活回答，推出她更偏爱和朋友一起度过周末,,,,,,,,,,
,,,,2,What color is the clothing Anna is wearing?,多模态/多语言推理,Black,,模型需要定位到回答姓名是Anna的人，再确定她衣服的颜色。,,,,,,,,,,
,,,,3,How many houses can Timo's girlfriend sell in a year?,多跳推理,15-20 houses,,模型需要先定位到Timo的女朋友是谁，然后根据她的回答确定买了多少房子。,,,,,,,,,,
,,,,4,Does Kina have a reasonable financial plan?,人物属性建模,"Yes, she has a reasonable financial plan.",,模型要定位到Kina和采访人的对话，然后根据Kina的回答，她每月都会将钱根据需要分成好几部分，并且不会在酒、聚会中多支出，推出Kina有合理的财务规划,,,,,,,,,,
,,,,5,What is the prerequisite for young people to develop independently?,"多跳推理,通用知识推理",A certain amount of personal savings.,通过对学生和职场年轻人的访谈，受访者提到独立发展建议时，一致认为需要攒钱，并且攒钱依赖于有一份工作来提供收入。他们认为，没有一定的积蓄就难以摆脱对他人的依赖，比如父母的经济支持。因此，年轻人独立发展的前提条件可以归结为一定的个人积蓄，因为这是实现经济自主的关键。,模型需要定位到受访者给年轻人建议片段，然后根据他们的回答确定建议是否跟个人独立发展有关。,,,,,,,,,,
,,,,6,What are the main financial support sources for young people during their studies?,通用知识推理,Their parents,视频中所有的学生受访对象无论是有无兼职工作、是否租房都提到了自己的父母支持，故可知学生的主要财务支持来源是他/她们的父母,模型需要定位到各受访者的身份确认是否是学生，然后再根据他们的回答甄别她/他们的主要财务来源。,,,,,,,,,,
26,https://www.youtube.com/watch?v=gXTSO7sw8dA,34:15,探索 - 旅行探险,1,Is Eric an adventurous person?,"多线索推理,人物属性建模",Yes.,,视频中Eric讲述到曾经他买了一张单程票，花了七年的时间在Patagonia进行探索，以及通过相对应的视频片段可以得出答案。,,,,,,,,,,
,,,,2,Is it easy to see glaciers breaking apart?,"多线索推理,通用知识推理",No.,博主介绍说希望今天他们可以很幸运，看到其中一座大冰山断裂，最后，一天结束，也没有看到。可以推出看到冰山断裂不是一件容易的事。,模型需要定位到博主对冰山的介绍，以及对冰山断裂的观点，可以知道答案。,,,,,,,,,,
,,,,3,Which type of movement is more commonly used in the Fitzroy hike?,通用知识推理,Climbing.,根据观察视频里 the Fitzroy hike里周围的地形以及探险家们的移动方式，可以推理出爬行时更常用的，,模型需要综合分析环境地势和比较人物所有的移动方式片段，可以得知爬行是用的最多的移动方式。,,,,,,,,,,
,,,,4,Is Eric someone who enjoys socializing or prefers being alone?,人物属性建模,He's a social person.,,模型通过分析整个视频片段， Eric也多次表达出和团队一起旅行很有趣，并且他很享受和大和世界各地的人一起探索，由此可以推出他是一个喜欢社交的人。,,,,,,,,,,
,,,,5,Do people need to bring waterproof clothing for an adventure in Patagonia?,"多线索推理,通用知识推理",Yes.,通过完整观看此次博主的徒步旅行，可以知道这里的天气是阴晴不定的，甚至会突然开始下雨刮风，由此可以知道需要带一件防水的衣服来应对阴雨天气。,模型需要分析整个片段，综合分析博主在此次徒步过程中遇到的天气，来分析是否需要准备防水的衣服，可以知道是有必要的。,,,,,,,,,,
27,https://www.youtube.com/watch?v=o6zb6_TTVWo,30:39,探索 - 旅行探险,1,How many types of transportation did Luke use to explore Alaska's rainforest?,多线索推理,Three,,模型通过分析整个视频片段，可以得到他使用水上飞机、和独木舟以及自己的双脚进行探索，一共三种。,,,,,,,,,,
,,,,2,"For someone who enjoys sunny weather, is Southeast Alaska’s rainforest a suitable place to explore?",通用知识推理,No.,视频中，Luke介绍说阿拉斯加东南部的温带雨林一年中有270多天都在下雨，说明很少晴天，可以推出这个地方不适合喜欢阳光天气的人来。,模型需要定位到对阿拉斯加东南部的温带雨林的介绍的部分，通过分析这个地方的特点来判断出这个地方适不适合喜欢晴天的人前来。,,,,,,,,,,
,,,,3,Is hunting allowed in Alaska's rainforest or not?,"多线索推理,通用知识推理",Hunting is allowed.,首先，Luke展示了他带的猎枪以及针对不同动物的子弹，以及根据后续他捕猎的视频，可以推出捕猎在这里是允许的。,模型需要分析Luke是否带了猎枪以及是否有进行打猎等行为，可以得出答案。,,,,,,,,,,
,,,,4,Is Luke good at hunting or not?,人物属性建模,He is good at hunting.,,Luke在捕猎方面有着丰富的经验，比如通过借助工具来模仿鸭子的声音，理解鸭子的沟通语言,,,,,,,,,,
,,,,5,Is Luke a lucky guy?,"多线索推理,人物属性建模",No.,,视频需要分析Luke多次捕猎的过程，有天气原因也有时间原因等等，尝试了很多次都没有顺利捕猎到，所以可以推出在捕猎过程中，他是不幸运的。,,,,,,,,,,
28,https://www.youtube.com/watch?v=gwrKLL4Gefg,51:55,探索 - 参观,1,Is the spherical roof of St. Peter's Basilica regular or irregular?,"多模态/多语言推理,通用知识推理",irregular,视频中提到第三位建筑师改变了米开朗基罗的设计，用尖拱形代替了半球形，将屋顶加高了7m，并通过演示视频可知，并不是规则的球形。,模型需定位到介绍教堂的第三位建筑者德拉的片段，视频中提到他改变了上一任建筑者的设计，要在短时间内建成屋顶，因此做出了改变，并结合演示视频可知屋顶是不规则的球形。,,,,,,,,,,
,,,,2,"Besides aesthetic effect, what is other function does the double-layer spherical design on the top of St. Peter's Basilica have?","多线索推理,通用知识推理",It stabilizes the building.,视频中米开朗基罗与德拉在屋顶的设计均有双球型结构，但是都是为了共同承担建筑的重量，因为屋顶完全暴露在风中会不稳定，并且德拉的最终设计外壳更厚更稳固。,模型需定位到米开朗基罗和德拉设计屋顶的片段，两种设计有相似性，但是作用是相同的，就是采用两层屋顶共同分担重量，并且德拉的最终设计外壳更厚，所以是为了稳固建筑。,,,,,,,,,,
